trace file for the simulation
format of the file
<event> <time> <item id> <server status> <queue size>

a	0.742626	1	0	0
s	0.742626	1	1	0
d	0.799973	1	0	0
a	0.92524	2	0	0
s	0.92524	2	1	0
d	0.94647	2	0	0
a	0.984813	3	0	0
s	0.984813	3	1	0
d	1.05824	3	0	0
a	1.10137	4	0	0
s	1.10137	4	1	0
d	1.11236	4	0	0
a	1.12304	5	0	0
s	1.12304	5	1	0
d	1.15226	5	0	0
a	1.31727	6	0	0
s	1.31727	6	1	0
d	1.33248	6	0	0
a	1.35525	7	0	0
s	1.35525	7	1	0
d	1.4219	7	0	0
a	1.48756	8	0	0
s	1.48756	8	1	0
a	1.7534	9	1	0
a	1.86555	10	1	1
d	1.90764	8	1	2
s	1.90764	9	1	1
a	2.07835	11	1	1
a	2.07964	12	1	2
d	2.08728	9	1	3
s	2.08728	10	1	2
a	2.16943	13	1	2
d	2.30008	10	1	3
s	2.30008	11	1	2
a	2.76574	14	1	2
d	2.77212	11	1	3
s	2.77212	12	1	2
d	2.8353	12	1	2
s	2.8353	13	1	1
a	2.87388	15	1	1
d	2.89131	13	1	2
s	2.89131	14	1	1
a	2.93031	16	1	1
d	2.9412	14	1	2
s	2.9412	15	1	1
d	2.9823	15	1	1
s	2.9823	16	1	0
d	3.06198	16	0	0
a	3.12969	17	0	0
s	3.12969	17	1	0
d	3.23407	17	0	0
a	3.44792	18	0	0
s	3.44792	18	1	0
a	3.47505	19	1	0
d	3.49773	18	1	1
s	3.49773	19	1	0
a	3.49949	20	1	0
d	3.56315	19	1	1
s	3.56315	20	1	0
d	3.57639	20	0	0
a	3.63255	21	0	0
s	3.63255	21	1	0
a	3.63756	22	1	0
a	3.64614	23	1	1
d	3.66448	21	1	2
s	3.66448	22	1	1
a	3.71474	24	1	1
a	3.80053	25	1	2
d	3.85944	22	1	3
s	3.85944	23	1	2
d	3.87426	23	1	2
s	3.87426	24	1	1
a	3.96128	26	1	1
a	3.98894	27	1	2
a	4.00784	28	1	3
a	4.0082	29	1	4
a	4.00823	30	1	5
d	4.03052	24	1	6
s	4.03052	25	1	5
a	4.06289	31	1	5
d	4.12406	25	1	6
s	4.12406	26	1	5
a	4.20994	32	1	5
a	4.2293	33	1	6
d	4.24537	26	1	7
s	4.24537	27	1	6
d	4.34323	27	1	6
s	4.34323	28	1	5
d	4.58115	28	1	5
s	4.58115	29	1	4
d	4.62013	29	1	4
s	4.62013	30	1	3
a	4.64491	34	1	3
d	4.90799	30	1	4
s	4.90799	31	1	3
d	4.91647	31	1	3
s	4.91647	32	1	2
d	5.04524	32	1	2
s	5.04524	33	1	1
a	5.17093	35	1	1
d	5.17511	33	1	2
s	5.17511	34	1	1
d	5.21205	34	1	1
s	5.21205	35	1	0
d	5.22978	35	0	0
a	5.22996	36	0	0
s	5.22996	36	1	0
d	5.26191	36	0	0
a	5.31038	37	0	0
s	5.31038	37	1	0
a	5.34328	38	1	0
a	5.42754	39	1	1
d	5.46868	37	1	2
s	5.46868	38	1	1
d	5.4739	38	1	1
s	5.4739	39	1	0
d	5.50342	39	0	0
a	5.51431	40	0	0
s	5.51431	40	1	0
a	5.57125	41	1	0
a	5.67724	42	1	1
a	5.71146	43	1	2
d	5.73662	40	1	3
s	5.73662	41	1	2
a	5.76657	44	1	2
d	5.79241	41	1	3
s	5.79241	42	1	2
a	5.87968	45	1	2
d	5.9811	42	1	3
s	5.9811	43	1	2
a	6.04537	46	1	2
d	6.06663	43	1	3
s	6.06663	44	1	2
a	6.06977	47	1	2
a	6.07089	48	1	3
a	6.10263	49	1	4
d	6.13259	44	1	5
s	6.13259	45	1	4
a	6.22069	50	1	4
a	6.26732	51	1	5
d	6.31039	45	1	6
s	6.31039	46	1	5
a	6.34616	52	1	5
a	6.38583	53	1	6
a	6.46178	54	1	7
d	6.586	46	1	8
s	6.586	47	1	7
d	6.59117	47	1	7
s	6.59117	48	1	6
a	6.67445	55	1	6
a	6.68553	56	1	7
a	6.7263	57	1	8
d	6.78667	48	1	9
s	6.78667	49	1	8
a	6.85895	58	1	8
d	6.87187	49	1	9
s	6.87187	50	1	8
d	6.87527	50	1	8
s	6.87527	51	1	7
d	6.91337	51	1	7
s	6.91337	52	1	6
